,NtsbNo,EventType,Mkey,EventDate,City,State,Country,ReportNo,N#,SerialNumber,HasSafetyRec,Mode,ReportType,OriginalPublishedDate,DocketOriginalPublishedDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,ProbableCause,Findings,EventID,Latitude,Longitude ,Make,Model,AirCraftCategory,AirportID,AirportName,AmateurBuilt,NumberOfEngines,EngineType,Scheduled,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,Operator,BroadPhaseofFlight,ReportStatus,RepGenFlag,MostRecentReportType,DocketUrl,ReportUrl,UTC_YEAR,count,Make_final,UTC_MTH,UTC_DAY,UTC_HOUR,UTC_WEEKDAY
13924,ENG14IA005,INC,88584.0,2013-12-23T18:15:00Z,St. Louis,Missouri,United States,,N360SW,26571,False,Aviation,DirectorBrief,2018-01-12T05:00:00Z,2018-01-10T16:20:00Z,,0.0,0.0,0.0,"The initial damage to the fan blades was caused by the ingestion of two mallard ducks that caused one or more fan blades to fracture, striking the fan shroud, as well as other passing fan blades, producing various sized blades fragments that created a cascading effect of collateral impact damage to the other fan blades, the fan case, and the inlet cowl. One large blade fragment was deflected out of the fan containment plane, which pierced and exited the inlet cowl in a benign direction.

The engine and airplane met the applicable bird and containment design standards since the engine did not catch on fire, no engine cases exhibited any penetrations, the engine was able to be shutdown normally, and the airplane damage did not impact the safe operation of the airplane or create a hazard to the persons on board.",Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Effect on equipment,,38.750278,-90.375556,BOEING,737 3H4,AIR,STL,ST LOUIS LAMBERT INTL,false,2,TF,SCHD,,121,Minor,Unknown,SOUTHWEST AIRLINES CO,Takeoff,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=88584,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/88584/pdf,2013,,Boeing,12,23,18,Monday
13928,DCA14WA023,ACC,88577.0,2013-12-22T05:00:00Z,Johannesburg,,South Africa,,G-BNLL,,False,Aviation,,,,,0.0,0.0,0.0,,,,-26.142499,28.231111,BOEING,747,AIR,,,false,,,,,NUSC,Substantial,,,Taxi,,,,,,2013,,Boeing,12,22,5,Sunday
13932,DCA14WA025,ACC,88581.0,2013-12-19T05:00:00Z,Changi,,Singapore,,9V-SRP,,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,777 - 212,AIR,,,false,,,,,,,,,,,,,,,2013,,Boeing,12,19,5,Thursday
13936,DCA14WA024,INC,88579.0,2013-12-18T05:00:00Z,Arusha,,Tanzania,,ET-AQW,,False,Aviation,,,,,0.0,0.0,0.0,,,,-3.366666,36.630554,BOEING,767,AIR,,,false,,,,,NUSC,,,,Landing,,,,,,2013,,Boeing,12,18,5,Wednesday
13967,DCA14WA019,ACC,88513.0,2013-12-05T12:42:00Z,Madrid,,Spain,,N182DN,,False,Aviation,,,,,0.0,0.0,0.0,,,,40.496193,-3.563146,BOEING,767 - 300ER,AIR,,,false,,,SCHD,,121,Substantial,,,Takeoff,,,Prelim,,,2013,,Boeing,12,5,12,Thursday
13969,DCA14WA020,ACC,88529.0,2013-12-04T23:00:00Z,Abuja,,Nigeria,,EK-74798,23698,False,Aviation,,,,,0.0,0.0,0.0,,,,9.006944,7.263054999999999,BOEING,747,AIR,,,false,,,,,NUSC,Substantial,,,Landing,,,,,,2013,,Boeing,12,4,23,Wednesday
14008,DCA14IA016,INC,88465.0,2013-11-21T23:20:00Z,Wichita,Kansas,United States,,N780BA,24310,False,Aviation,DirectorBrief,2020-09-22T04:00:00Z,,,0.0,0.0,0.0,the flight crew's failure to properly identify the airport and runway of intended landing. Contributing to the incident was the flight crew's failure to follow company procedures for crosschecking navigational information and visual cues to verify the airport and runway of intended landing.,Personnel issues - Action/decision - Action - Incorrect action performance - Flight crew,,37.747501,-97.221107,BOEING,747 - 409LCF,AIR,AAO,Colonel James Jabara Airport,false,4,TJ,NSCH,,121,,VMC,"Atlas Air , Inc.",Landing,Completed,,Final,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/88465/pdf,2013,,Boeing,11,21,23,Thursday
14016,DCA14RA012,ACC,88436.0,2013-11-17T17:20:00Z,Kazan,,Russia,,VQ-BBN,,False,Aviation,,2020-11-03T05:00:00Z,,Fatal,50.0,0.0,0.0,,,,55.606666,49.281665,BOEING,737 - 500,AIR,,,false,,,,,,Destroyed,,,Approach,,,Final,,,2013,,Boeing,11,17,17,Sunday
14044,DCA14WA015,INC,88459.0,2013-11-10T06:41:00Z,Zurich,,Switzerland,,TC-TLE,,False,Aviation,,2020-11-03T05:00:00Z,,,0.0,0.0,0.0,,,,,,BOEING,737-400,AIR,,,false,,,,,,,,,Taxi,,,Final,,,2013,,Boeing,11,10,6,Sunday
14050,DCA14WA070,INC,88857.0,2013-11-08T21:37:00Z,Seville Airport,,Spain,,EI-DPF,,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,737,AIR,,,false,,,,,,,,,Enroute,,,,,,2013,,Boeing,11,8,21,Friday
14051,DCA14WA010,INC,88413.0,2013-11-07T21:30:00Z,Buenas Aires,,Argentina,,"LV-CYO, LV-CIE",,False,Aviation,,2020-11-03T05:00:00Z,,,0.0,0.0,0.0,,,,-34.558887,-58.416389,"BOEING, EMBRAER","737, ERJ190 - UNDESIGNAT","AIR, AIR",,,"false, false",,,,,,"Minor, Minor",,,Taxi,,,Final,,,2013,,Boeing,11,7,21,Thursday
14076,DCA14WA021,INC,88557.0,2013-10-29T19:50:00Z,Treviso,,Italy,,EI-EVM,40296,False,Aviation,,,,,0.0,0.0,0.0,,,,45.650833,12.197777,BOEING,737 - 800,AIR,,,false,2,,,,,,,,,,,,,,2013,,Boeing,10,29,19,Tuesday
14113,DCA14WA005,INC,88322.0,2013-10-22T11:05:00Z,Providenciales,,Turks And Caicos Islands,,N605AA,27056,False,Aviation,,2020-11-03T05:00:00Z,,,0.0,0.0,0.0,,,,,,BOEING,757 223,AIR,,,false,2,TF,SCHD,,121,,,,Enroute,,,Final,,,2013,,Boeing,10,22,11,Tuesday
14126,DCA14WA084,INC,88972.0,2013-10-20T04:00:00Z,Dublin,,Ireland,,N41140,30353,False,Aviation,,2020-11-03T05:00:00Z,,Minor,0.0,0.0,8.0,,,,,,BOEING,757-200,AIR,,,false,2,,,,,Minor,,United Airlines,Enroute,,,Final,,,2013,,Boeing,10,20,4,Sunday
14129,ERA14LA011,ACC,88255.0,2013-10-19T14:50:00Z,Tampa,Florida,United States,,N65355,75-6512,False,Aviation,DirectorBrief,2014-09-29T04:00:00Z,2014-06-02T11:52:00Z,Fatal,1.0,0.0,0.0,"The parachutist’s low altitude departure from the right wing before the planned altitude and his delayed opening of his parachute canopy, which resulted in impact with a tree and then the ground before the parachute fully opened.",Personnel issues - Action/decision - Action - Incorrect action performance - Other,,28.017778,-82.341667,BOEING,B75N1,AIR,X39,Tampa North Aero Park,false,1,REC,,ASHO,091,,VMC,,Initial Climb,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=88255,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/88255/pdf,2013,,Boeing,10,19,14,Saturday
14139,DCA14CA014,ACC,88458.0,2013-10-18T06:00:00Z,Houston,Texas,United States,,N665UA,29237,False,Aviation,DirectorBrief,2015-09-01T04:00:00Z,2015-09-02T11:13:00Z,Serious,0.0,1.0,0.0,"The airplane's inadvertent encounter with clear air turbulence during cruise flight, which resulted in a serious injury to a flight attendant.",Environmental issues - Conditions/weather/phenomena - Turbulence - Clear air turbulence - Effect on personnel,,29.762777,-95.383056,BOEING,767 322,AIR,,,false,2,TF,SCHD,,121,,VMC,United Airlines,Enroute,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=88458,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/88458/pdf,2013,,Boeing,10,18,6,Friday
14151,ENG14IA001,INC,88222.0,2013-10-15T15:51:00Z,Greenville,Texas,United States,,N516NK,2704,False,Aviation,DirectorBrief,2015-02-05T05:00:00Z,2015-02-05T19:14:00Z,,0.0,0.0,0.0,"A high pressure turbine 2nd stage blade separation due to stress corrosion cracking in the J channel cooling cavity. The failed blade entered the gas path and caused substantial damage to the low pressure turbine. The engine was subsequently left at a high power setting for approximately four minutes, exposing the turbine hardware to temperatures that exceeded the material annealing temperature and resulted in in failure and separation of multiple engine components.",Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Turbine section - Fatigue/wear/corrosion,,33.20111,-96.20111,AIRBUS,A319 132,AIR,DFW,DALLAS/FORT WORTH INTL,false,2,TF,SCHD,,121,Minor,Unknown,Spirit Airlines,Enroute,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=88222,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/88222/pdf,2013,,Airbus,10,15,15,Tuesday
14174,ENG14WA002,INC,88264.0,2013-10-10T04:00:00Z,"Caines, Australia",,Australia,,B-18358,1346,False,Aviation,,2020-11-03T05:00:00Z,,,0.0,0.0,0.0,,,,,,AIRBUS,A330 - 302,AIR,CNS,Caines,false,,TF,SCHD,,,Minor,,China Airlines,Enroute,,,Final,,,2013,,Airbus,10,10,4,Thursday
14201,DCA14WA004,INC,88321.0,2013-10-03T04:26:00Z,Changi,,Singapore,,9V-SWG,,False,Aviation,,2020-11-03T05:00:00Z,,,0.0,0.0,0.0,,,,,,BOEING,777-200,AIR,WSAC,Changi Air Base,false,,,,,,,,SINGAPORE AIRLINES LTD,Landing,,,Final,,,2013,,Boeing,10,3,4,Thursday
14226,ENG13WA043,INC,88214.0,2013-09-26T21:42:00Z,Cusco,,Peru,,OB-2041-P,24825,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,737 - 53C,AIR,,,false,2,TF,SCHD,,,,,Peruvian Airlines S.A.,Enroute,,,,,,2013,,Boeing,9,26,21,Thursday
14259,DCA13WA158,INC,88091.0,2013-09-19T13:00:00Z,San Andreas,,Colombia,,N676AN,29426,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,757 223,AIR,,,false,2,,SCHD,,,,,AMERICAN AIRLINES INC,Enroute,,,,,,2013,,Boeing,9,19,13,Thursday
14263,DCA13WA159,INC,88120.0,2013-09-18T04:00:00Z,Warsaw,,Poland,,SP-LRB,37894,False,Aviation,,2020-11-03T05:00:00Z,,,0.0,0.0,0.0,,,,,,BOEING,787 - 8QQ,AIR,EPWA,Warsaw,false,2,TF,SCHD,,,,,LOT Polish Airlines,Enroute,,,Final,,,2013,,Boeing,9,18,4,Wednesday
14346,DCA13WA170,INC,88400.0,2013-09-01T14:05:00Z,Dar Es Salaam,,Tanzania,,"A40-BB, ET-AGM",,False,Aviation,,,,,0.0,0.0,0.0,,,,-6.230555,39.227779,"BOEING, BOEING","737, 767","AIR, AIR",,,"false, false",,,,,"NUSC, NUSC","Minor, Minor",,,Taxi,,,,,,2013,,Boeing,9,1,14,Sunday
14352,DCA13WA176,ACC,91438.0,2013-09-01T04:00:00Z,Fortaleza,,Brazil,,PT-MVL,0700,False,Aviation,,,,Serious,0.0,1.0,14.0,,,,,,AIRBUS,A330 - 203,AIR,,,false,,,,,,,,TAM-LINHAS AEREAS S A,Enroute,,,,,,2013,,Airbus,9,1,4,Sunday
14360,ENG13IA036,INC,87963.0,2013-08-30T22:10:00Z,Aguadilla,Puerto Rico,United States,,PH-MCW,48788,False,Aviation,DirectorBrief,2016-04-04T04:00:00Z,2016-04-04T17:38:00Z,,0.0,0.0,0.0,"an insufficiently robust flange attachment hardware design, which failed to contain engine components that were liberated during an LPT mechanical failure, resulting in engine/nacelle uncontainment. 

A factor in the incident was the lack of a module-level LPT inspection and the lack of an inspection requirement to detect/monitor  the LPT S4 for advanced sulfidation attack.","Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Turbine section - Fatigue/wear/corrosion, Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Turbine section - Damaged/degraded, Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Turbine section - Failure, Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Turbine section - Design, Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Turbine section - Inadequate inspection",,18.494722,-67.129447,"BOEING COMPANY, LONG BEACH DIV",BOEING MD-11,AIR,BQN,RAFAEL HERNANDEZ,false,,TF,SCHD,,129,Minor,Unknown,Martinair Holland N.V.,Takeoff,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=87963,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87963/pdf,2013,,Boeing,8,30,22,Friday
14372,ENG13WA042,INC,88144.0,2013-08-30T04:00:00Z,Auckland,,New Zealand,,ZK-NGI,,False,Aviation,,2020-11-03T05:00:00Z,,,0.0,0.0,0.0,,,,,,BOEING,737,AIR,,,false,,,,,,,,,Enroute,,,Final,,,2013,,Boeing,8,30,4,Friday
14398,DCA13WA144,INC,87910.0,2013-08-25T14:49:00Z,Luton,,United Kingdom,,N721FD,477,False,Aviation,,2020-11-03T05:00:00Z,,,0.0,0.0,0.0,,,,,,AIRBUS INDUSTRIE,A300B4-622R,AIR,,,false,2,TF,,,UNK,,,FEDERAL EXPRESS CORP,Initial Climb,,,Final,,,2013,,Airbus,8,25,14,Sunday
14413,CEN14WA225,ACC,89142.0,2013-08-23T18:17:00Z,Shetland Islands,,United Kingdom,,G-WNSB,,False,Aviation,,2020-11-03T05:00:00Z,2014-05-07T11:44:00Z,Fatal,4.0,4.0,0.0,,,,,,AIRBUS HELICOPTERS,332L2,HELI,,,false,,,,,,Substantial,,,Approach,,,Final,https://data.ntsb.gov/Docket?ProjectID=89142,,2013,,Airbus,8,23,18,Friday
14414,DCA13WA143,INC,87909.0,2013-08-23T18:13:00Z,Gatwick,,United Kingdom,,G-FCLK,26161,False,Aviation,,2020-11-03T05:00:00Z,,,0.0,0.0,0.0,,,,,,BOEING,757,AIR,,,false,,,SCHD,,NUSC,,,THOMAS COOK AIRLINES UK LIMITED,Standing,,,Final,,,2013,,Boeing,8,23,18,Friday
14421,DCA13WA173,INC,88850.0,2013-08-22T10:50:00Z,Las Palmas,,Spain,,G-FDZG,,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,737,AIR,,,false,,,,,,,,,Approach,,,,,,2013,,Boeing,8,22,10,Thursday
14448,DCA13WA157,INC,88090.0,2013-08-15T09:00:00Z,Melbourne,,Australia,,VH-VPF,,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,777,,,,false,,,,,,,,,Enroute,,,,,,2013,,Boeing,8,15,9,Thursday
14453,DCA13MA133,ACC,87780.0,2013-08-14T05:40:00Z,Birmingham,Alabama,United States,AAR1402,N155UP,0841,True,Aviation,Report,2015-02-03T05:00:00Z,2014-02-20T13:25:00Z,Fatal,2.0,0.0,0.0,"the flight crew's continuation of an unstabilized approach and their failure to monitor the aircraft's altitude during the approach, which led to an inadvertent descent below the minimum approach altitude and subsequently into terrain. Contributing to the accident were (1) the flight crew's failure to properly configure and verify the flight management computer for the profile approach; (2) the captain's failure to communicate his intentions to the first officer once it became apparent the vertical profile was not captured; (3) the flight crew's expectation that they would break out of the clouds at 1,000 feet above ground level due to incomplete weather information; (4) the first officer's failure to make the required minimums callouts;  (5) the captain's performance deficiencies likely due to factors including, but not limited to, fatigue, distraction, or confusion, consistent with performance deficiencies exhibited during training; and (6) the first officer's fatigue due to acute sleep loss resulting from her ineffective off-duty time management and circadian factors.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained, Personnel issues - Psychological - Attention/monitoring - Monitoring equip/instruments - Flight crew, Aircraft - Aircraft systems - Navigation system - Flt management computing sys - Incorrect use/operation, Personnel issues - Task performance - Use of equip/info - Use of automation - Flight crew, Personnel issues - Task performance - Communication (personnel) - Lack of communication - Pilot, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - (general) - Awareness of condition, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Low ceiling - Accuracy of related info, Personnel issues - Task performance - Communication (personnel) - Lack of communication - Copilot, Personnel issues - Task performance - (general) - (general) - Pilot, Personnel issues - Physical - Alertness/Fatigue - Lack of sleep - Copilot, Organizational issues - Support/oversight/monitoring - Training - (general) - Operator, Organizational issues - Support/oversight/monitoring - Oversight - Oversight of operation - FAA/Regulator, Aircraft - Aircraft systems - Navigation system - Ground proximity system - Related maintenance info",,33.563888,-86.802223,AIRBUS,A300 - F4 622R,AIR,BHM,Birmingham-Shuttlesworth Inter,false,2,TF,NSCH,,121,Destroyed,Unknown,UNITED PARCEL SERVICE CO,Approach,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=87780,https://www.ntsb.gov/investigations/Pages/DCA13MA133.aspx,2013,,Airbus,8,14,5,Wednesday
14527,DCA13WA169,INC,88397.0,2013-08-02T07:17:00Z,Leeds,,United Kingdom,,G-CELF,24302,False,Aviation,,,,,0.0,0.0,0.0,,,,53.865833,-1.660555,BOEING,737 - 377,AIR,,,false,2,,SCHD,,NUSC,,,Jet2.com,Enroute,,,,,,2013,,Boeing,8,2,7,Friday
14531,ENG13WA035,INC,87828.0,2013-07-31T19:22:00Z,,,China,,VQ-BGZ,37580,False,Aviation,,2020-11-03T05:00:00Z,,,0.0,0.0,0.0,,,,,,BOEING,747,AIR,,,false,,TF,SCHD,,NUSC,,,Air Bridge Cargo Airlines,,,,Final,,,2013,,Boeing,7,31,19,Wednesday
14536,DCA13WA134,ACC,87781.0,2013-07-31T14:35:00Z,Batopilas,,Mexico,,N173AT,32661,False,Aviation,,,,Serious,0.0,1.0,14.0,,,,27.02,-107.53778,BOEING,737,AIR,,,false,,,SCHD,,121,,,AIRTRAN AIRWAYS INC,Enroute,,,Prelim,,,2013,,Boeing,7,31,14,Wednesday
14539,DCA13WA135,ACC,87808.0,2013-07-31T12:30:00Z,Surat Thani,,Thailand,,HS-BRA,,False,Aviation,,,,,0.0,0.0,0.0,,,,9.141111,99.147781,BOEING,737,AIR,,,false,,,SCHD,,NUSC,Substantial,,Orient Thai Airlines,Landing,,,,,,2013,,Boeing,7,31,12,Wednesday
14595,DCA13FA131,ACC,87548.0,2013-07-22T18:00:00Z,Flushing,New York,United States,,N753SW,29848,False,Aviation,DirectorBrief,2015-07-22T04:00:00Z,2014-10-28T12:57:00Z,Minor,0.0,0.0,8.0,The captain's attempt to recover from an unstabilized approach by transferring airplane control at low altitude instead of performing a go-around. Contributing to the accident was the captain's failure to comply with standard operating procedures.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained, Personnel issues - Action/decision - Action - Lack of action - Pilot, Personnel issues - Task performance - Use of equip/info - Use of policy/procedure - Pilot",,40.777221,-73.87249699999998,BOEING,737 7H4,AIR,LGA,LA GUARDIA,false,2,TF,SCHD,,121,Substantial,VMC,SOUTHWEST AIRLINES CO,Landing,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=87548,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87548/pdf,2013,,Boeing,7,22,18,Monday
14607,ENG13WA039,INC,88081.0,2013-07-21T04:00:00Z,Moscow,,Russia,,AP-BHV,33778,False,Aviation,,2020-11-03T05:00:00Z,,,0.0,0.0,0.0,,,,,,BOEING,777 - 340ER,AIR,SVO,Moscow Sheremetyevo Intern,false,2,TF,SCHD,,,,,PAKISTAN INTERNATIONAL AIRLINES COR,Enroute,,,Final,,,2013,,Boeing,7,21,4,Sunday
14622,DCA14WA108,ACC,89369.0,2013-07-18T04:00:00Z,Perugia,,Italy,,EI-DWF,,False,Aviation,,2020-11-03T05:00:00Z,,Serious,0.0,1.0,0.0,,,,,,BOEING,737-800,AIR,,,false,,,,,,,,,Enroute,,,Final,,,2013,,Boeing,7,18,4,Thursday
14623,ERA13CA324,ACC,87507.0,2013-07-17T19:15:00Z,Woodruff,South Carolina,United States,,N5815V,75-7616,False,Aviation,DirectorBrief,2013-09-05T04:00:00Z,2013-08-22T12:57:00Z,Minor,0.0,0.0,2.0,"The pilot’s decision to initiate a stall maneuver at a low altitude, which resulted in an uncontrolled descent and inadvertent collision with trees and terrain.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Incorrect use/operation",,34.67139,-82.000831,BOEING,B75N1,AIR,SC00,Triple Tree Airport,false,1,REC,,PERS,091,Substantial,VMC,CUMULUS HOLDINGS LLC,Maneuvering,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=87507,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87507/pdf,2013,,Boeing,7,17,19,Wednesday
14646,WPR13CA325,ACC,87473.0,2013-07-14T10:30:00Z,Bozeman,Montana,United States,,N5176N,75-5379,False,Aviation,DirectorBrief,2013-09-12T04:00:00Z,2013-09-10T18:17:00Z,,0.0,0.0,0.0,"The pilot’s failure to maintain adequate airspeed during a turn, which resulted in a loss of lift and collision with terrain.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,45.7775,-111.151947,BOEING,E75,AIR,BZM,Bozeman Yellowstone,false,1,REC,,PERS,091,Substantial,VMC,,Initial Climb,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=87473,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87473/pdf,2013,,Boeing,7,14,10,Sunday
14656,DCA13CA128,ACC,87472.0,2013-07-12T06:38:00Z,Atlanta,Georgia,United States,,N863DA,29735,False,Aviation,DirectorBrief,2015-09-01T04:00:00Z,2015-09-01T18:38:00Z,Serious,0.0,1.0,0.0,Unexpected encounter with convective turbulence while the flight attendants were preparing the cabin for arrival.,Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on personnel,,33.909999,-84.083053,BOEING,777-232,AIR,,,false,2,TJ,SCHD,,121,,VMC,DELTA AIR LINES INC,Enroute,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=87472,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87472/pdf,2013,,Boeing,7,12,6,Friday
14657,DCA13RA127,ACC,87471.0,2013-07-12T04:00:00Z,London,,United Kingdom,,ET-AOP,,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,787,AIR,,,false,,,,,,Substantial,,,Standing,,,,,,2013,,Boeing,7,12,4,Friday
14679,DCA13MA120,ACC,87395.0,2013-07-06T12:28:00Z,San Francisco,California,United States,AAR1401,HL7742,29171,True,Aviation,Report,2015-02-03T05:00:00Z,2013-12-11T13:30:00Z,Fatal,3.0,50.0,137.0,"The  flight  crew's  mismanagement  of  the  airplane's  descent  during  the  visual approach, the pilot flying's unintended deactivation of automatic airspeed control, the flight crew's inadequate monitoring of airspeed, and the flight crew's delayed execution of a go-around after  they  became  aware  that  the  airplane  was  below  acceptable  glidepath  and  airspeed tolerances.  

Contributing  to  the  accident  were  (1)  the  complexities  of  the  autothrottle  and autopilot flight director systems that were inadequately described in Boeing's documentation and Asiana's pilot training, which increased the likelihood of mode error; (2) the flight crew's nonstandard communication and coordination regarding the use of the autothrottle and autopilot flight director systems; (3) the pilot flying's inadequate training on the planning and executing of visual approaches; (4) the pilot monitoring/instructor pilot's inadequate supervision of the pilot flying; and (5) flight crew fatigue, which likely degraded their performance.","Personnel issues - Action/decision - Action - Incorrect action performance - Flight crew, Personnel issues - Action/decision - Action - Delayed action - Flight crew, Personnel issues - Psychological - Attention/monitoring - Monitoring equip/instruments - Flight crew, Aircraft - Aircraft systems - Auto flight system - Auto throttle system - Related operating info, Personnel issues - Action/decision - Info processing/decision - Understanding/comprehension - Flight crew, Personnel issues - Experience/knowledge - Training - Training with equipment - Pilot, Personnel issues - Physical - Alertness/Fatigue - Circadian rhythms or jetlag - Flight crew, Not determined - Not determined - (general) - (general) - Unknown/Not determined, Aircraft - Aircraft systems - Equipment/furnishings - Escape slide - Capability exceeded, Organizational issues - Management - Policy/procedure - Adequacy of policy/proc - Emergency services, Organizational issues - Management - Policy/procedure - Availability of policy/proc - Emergency services, Aircraft - Aircraft systems - Equipment/furnishings - Passenger compartment equip - Not used/operated, Organizational issues - Management - Resources - Availability of personnel - Emergency services, Organizational issues - Support/oversight/monitoring - Training - (general) - Emergency services, Environmental issues - Operating environment - Communication system - (general) - Not specified",,37.613334,-122.363891,BOEING,777-200ER,AIR,SFO,San Francisco International,false,2,TF,SCHD,,129,Destroyed,VMC,Asiana Airlines,Approach,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=87395,https://www.ntsb.gov/investigations/Pages/DCA13MA120.aspx,2013,,Boeing,7,6,12,Saturday
14688,WPR13CA324,ACC,87465.0,2013-07-04T14:00:00Z,Canby,Oregon,United States,,N62465,75-3096,False,Aviation,DirectorBrief,2013-09-05T04:00:00Z,2013-08-14T15:27:00Z,,0.0,0.0,0.0,The pilot's failure to maintain directional control during the landing rollout in gusting wind conditions.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Not specified",,45.255554,-122.650833,BOEING,A75N1(PT17),AIR,OR40,Dietz Airpark,false,1,REC,,PERS,091,Substantial,VMC,HAGGBLOM ROBERT L,Landing,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=87465,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87465/pdf,2013,,Boeing,7,4,14,Thursday
14703,ENG13IA033,INC,87474.0,2013-07-02T04:00:00Z,Ugolny Airport,,Russia,,HL8275,37651,False,Aviation,DirectorBrief,2014-05-14T04:00:00Z,2014-05-13T21:13:00Z,,0.0,0.0,0.0,The failure of the transfer gearbox resulting from the fracture and separation of the radial gearshaft from fatigue cracking as a result of a combination of high residual tensile stresses produced by local decarburization during the manufacturing process coupled with the normal operating stresses.,"Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Accessory drives - Failure, Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Accessory drives - Design",,60.071109,-178.67611,BOEING,777,AIR,,,false,2,TF,SCHD,,129,,Unknown,KOREAN AIR LINES COMPANY LTD,Enroute,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=87474,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87474/pdf,2013,,Boeing,7,2,4,Tuesday
